Date,SP500
8/1/2009,1020.62
7/1/2009,987.48
6/1/2009,919.32
5/1/2009,919.14
4/1/2009,872.81
3/1/2009,797.87
2/1/2009,735.09
1/1/2009,825.88
12/1/2008,903.25
11/1/2008,896.24
10/1/2008,968.75
9/1/2008,1166.36
8/1/2008,1282.83
7/1/2008,1267.38
6/1/2008,1280
5/1/2008,1400.38
4/1/2008,1385.59
3/1/2008,1322.7
2/1/2008,1330.63
1/1/2008,1378.55
12/1/2007,1468.36
11/1/2007,1481.14
10/1/2007,1549.38
9/1/2007,1526.75
8/1/2007,1473.99
7/1/2007,1455.27
6/1/2007,1503.35
5/1/2007,1530.62
4/1/2007,1482.37
3/1/2007,1420.86
2/1/2007,1406.82
1/1/2007,1438.24
12/1/2006,1418.3
11/1/2006,1400.63
10/1/2006,1377.94
9/1/2006,1335.85
8/1/2006,1303.82
7/1/2006,1276.66
6/1/2006,1270.2
5/1/2006,1270.09
4/1/2006,1310.61
3/1/2006,1294.83
2/1/2006,1280.66
1/1/2006,1280.08
12/1/2005,1248.29
11/1/2005,1249.48
10/1/2005,1207.01
9/1/2005,1228.81
8/1/2005,1220.33
7/1/2005,1234.18
6/1/2005,1191.33
5/1/2005,1191.5
4/1/2005,1156.85
3/1/2005,1180.59
2/1/2005,1203.6
1/1/2005,1181.27
12/1/2004,1211.92
11/1/2004,1173.82
10/1/2004,1130.2
9/1/2004,1114.58
8/1/2004,1104.24
7/1/2004,1101.72
6/1/2004,1140.84
5/1/2004,1120.68
4/1/2004,1107.3
3/1/2004,1126.21
2/1/2004,1144.94
1/1/2004,1131.13
12/1/2003,1111.92
11/1/2003,1058.2
10/1/2003,1050.71
9/1/2003,995.97
8/1/2003,1008.01
7/1/2003,993.32
6/1/2003,974.5
5/1/2003,963.59
4/1/2003,916.92
3/1/2003,848.18
2/1/2003,841.15
1/1/2003,855.7
12/1/2002,879.82
11/1/2002,936.31
10/1/2002,885.76
9/1/2002,815.28
8/1/2002,916.07
7/1/2002,911.62
6/1/2002,989.82
5/1/2002,1067.14
4/1/2002,1076.92
3/1/2002,1147.39
2/1/2002,1106.73
1/1/2002,1130.2
12/1/2001,1148.08
11/1/2001,1139.45
10/1/2001,1059.78
9/1/2001,1040.94
8/1/2001,1133.58
7/1/2001,1211.23
6/1/2001,1224.38
5/1/2001,1255.82
4/1/2001,1249.46
3/1/2001,1160.33
2/1/2001,1239.94
1/1/2001,1366.01
12/1/2000,1320.28
11/1/2000,1314.95
10/1/2000,1429.4
9/1/2000,1436.51
8/1/2000,1517.68
7/1/2000,1430.83
6/1/2000,1454.6
5/1/2000,1420.6
4/1/2000,1452.43
3/1/2000,1498.58
2/1/2000,1366.42
1/1/2000,1394.46
12/1/1999,1469.25
11/1/1999,1388.91
10/1/1999,1362.93
9/1/1999,1282.71
8/1/1999,1320.41
7/1/1999,1328.72
6/1/1999,1372.71
5/1/1999,1301.84
4/1/1999,1335.18
3/1/1999,1286.37
2/1/1999,1238.33
1/1/1999,1279.64
12/1/1998,1229.23
11/1/1998,1163.63
10/1/1998,1098.67
9/1/1998,1017.01
8/1/1998,957.28
7/1/1998,1120.67
6/1/1998,1133.84
5/1/1998,1090.82
4/1/1998,1111.75
3/1/1998,1101.75
2/1/1998,1049.34
1/1/1998,980.28
12/1/1997,970.43
11/1/1997,955.4
10/1/1997,914.62
9/1/1997,947.28
8/1/1997,899.47
7/1/1997,954.31
6/1/1997,885.14
5/1/1997,848.28
4/1/1997,801.34
3/1/1997,757.12
2/1/1997,790.82
1/1/1997,786.16
12/1/1996,740.74
11/1/1996,757.02
10/1/1996,705.27
9/1/1996,687.33
8/1/1996,651.99
7/1/1996,639.95
6/1/1996,670.63
5/1/1996,669.12
4/1/1996,654.17
3/1/1996,645.5
2/1/1996,640.43
1/1/1996,636.02
12/1/1995,615.93
11/1/1995,605.37
10/1/1995,581.5
9/1/1995,584.41
8/1/1995,561.88
7/1/1995,562.06
6/1/1995,544.75
5/1/1995,533.4
4/1/1995,514.71
3/1/1995,500.71
2/1/1995,487.39
1/1/1995,470.42
12/1/1994,459.27
11/1/1994,453.69
10/1/1994,472.35
9/1/1994,462.71
8/1/1994,475.49
7/1/1994,458.26
6/1/1994,444.27
5/1/1994,456.5
4/1/1994,450.91
3/1/1994,445.77
2/1/1994,467.14
1/1/1994,481.61
12/1/1993,466.45
11/1/1993,461.79
10/1/1993,467.83
9/1/1993,458.93
8/1/1993,463.56
7/1/1993,448.13
6/1/1993,450.53
5/1/1993,450.19
4/1/1993,440.19
3/1/1993,451.67
2/1/1993,443.38
1/1/1993,438.78
12/1/1992,435.71
11/1/1992,431.35
10/1/1992,418.68
9/1/1992,417.8
8/1/1992,414.03
7/1/1992,424.21
6/1/1992,408.14
5/1/1992,415.35
4/1/1992,414.95
3/1/1992,403.69
2/1/1992,412.7
1/1/1992,408.78
12/1/1991,417.09
11/1/1991,375.22
10/1/1991,392.45
9/1/1991,387.86
8/1/1991,395.43
7/1/1991,387.81
6/1/1991,371.16
5/1/1991,389.83
4/1/1991,375.34
3/1/1991,375.22
2/1/1991,367.07
1/1/1991,343.93
12/1/1990,330.22
11/1/1990,322.22
10/1/1990,304
9/1/1990,306.05
8/1/1990,322.56
7/1/1990,356.15
6/1/1990,358.02
5/1/1990,361.23
4/1/1990,330.8
3/1/1990,339.94
2/1/1990,331.89
1/1/1990,329.08
